title,year,name,type,character,n
The Zombinator,2012,Scott Alin,actor,Scott,7
What's Eating Todd?,2016,Scott Alin,actor,Duane,4
Game of Truth,2014,Scott (II) Alin,actor,Brent,
Amanda Laru,2011,Tarek Antonio Alin,actor,Adam Finch,2
Flightplan,2005,Tarek Antonio Alin,actor,Flight Attendant,
Warpath,2000,Tarek Antonio Alin,actor,Thug,
Raccontami una storia,2006,Roberto Alinari,actor,Amico Gabriele #1,
The Cut Runs Deep,1999,Tyrone Alindato,actor,Undercover Cop,18
Continental Divide,1981,Dallas Alinder,actor,Alderman,25
First Monday in October,1981,Dallas Alinder,actor,Norman,17
The Black Marble,1980,Dallas Alinder,actor,Chester Biggs,14
Nakaw na sandali,2004,Noel Alindogan,actor,Police,18
Diary ng panget,2014,Christian Alinea,actor,Auntie's Restaurant Ensemble,231
Talk Back and You're Dead,2014,Christian Alinea,actor,Enchanted Kingdom Ensemble,144
Trophy Wife,2014,Christian Alinea,actor,RTC Court,201
The Amazing Truth About Queen Raquela,2008,Amor Alingasa,actor,Amor,
Iskalawags,2013,Fel Louise Alingasa,actor,The Man in the shadow,23
Lily (VII),2016,Fel Louise Alingasa,actor,Angry Motorist,36
Adam & Eva,1997,Kjell Alinge,actor,Relationship counselor,
Amateur History,2013,Jake Alinikoff,actor,Scott,11
Liefde Maakt Blind,2017,Ante Oude Alink,actor,Rechercheur,17
Leerjongen in Petersburg,2014,Stan Oude Alink,actor,Figurant,
Liefde Maakt Blind,2017,Stan Oude Alink,actor,Daan Kuijpers,1
Disco!,2015,Rich (II) Alino,actor,Club Floor Security Guard,45
Sang kiai,2013,Richard Alino,actor,Husein Djajadiningrat,
Bahti kara yarim,1975,Ehat Alin?e,actor,Ofsayt,
Dadas Hasan,1975,Ehat Alin?e,actor,Pavyondaki Escinsel,
Fatma baci,1972,Ehat Alin?e,actor,Davut,
Kis bekari,1978,Ehat Alin?e,actor,Patronun Adami,8
Sahane evlilik,1989,Ehat Alin?e,actor,Rusen,6
Sevgili dayim,1977,Ehat Alin?e,actor,Tarik'in Arkadasi,16
Cash Out,2013,Danielle Alio,actor,Courtroom Extra,
Abouna,2002,Nouraldine Mahamat Alio,actor,Police chief,12
Les fausses confidences,1984,Yves Alion,actor,Un paysan,
Les gens qui s'aiment,1999,Yves Alion,actor,Man in pub,
Une pour toutes,1999,Yves Alion,actor,Le directeur de casting,
"Rancho, Oro y Sangre",2009,Diego Alione,actor,Extranjero,
Los cuervos,1961,Francisco Aliot,actor,Encargado m?quinas,27
Nunca es demasiado tarde,1956,Francisco Aliot,actor,Tom?s,7
Winter Spirits,2016,Alessandro Alioto,actor,Akeno,
The Oh in Ohio,2006,Alexander Alioto,actor,Waiter,28
Smooth Talk,1985,Darian Alioto,actor,Mall Creep,18
Complacent,2012,Dean Alioto,actor,Mr. Capilano,
L.A. Dicks,2005,Dean Alioto,actor,Harold,2
MoniKa,2012,Dean Alioto,actor,Andy,17
Quarries,2016,Dean Alioto,actor,Cody,14
Million Dollar Baby,2004,Jimmy Alioto,actor,Las Vegas Fight Fan,
Bee Season,2005,Justin Alioto,actor,Kevin,26
Stuck on You,2003,Justin Alioto,actor,Beaze Fan #1,65
The Sentinel's Flight,2010,Michael Alioto,actor,Street Person,
The Offering,1997,Mike Alioto,actor,Drug Park kid #14,49
Giravolte,2001,Moritz Alioto,actor,Maurizio,6
The Trouble with Dee Dee,2005,Ted Aliotta,actor,Poker Player #3,26
Cast a Giant Shadow,1966,Claude Aliotti,actor,2nd Sentry,19
Three Bites of the Apple,1967,Claude Aliotti,actor,Teddy Farnum,10
Champagne in paradiso,1983,Claudio Aliotti,actor,Luca,5
Il fantasma di Sodoma,1988,Claudio Aliotti,actor,Paul,1
Testa o croce,1982,Claudio Aliotti,actor,Marco,6
Now Add Honey,2015,Ba Aliou,actor,Dancer,34
Un honneur debout,2016,Hassan Alioui,actor,Said Ouhmad,
Beyond Paradise,1998,Kekoa Alip,actor,Ukulele player,
Every Breath You Take,2012,Melchor Alipad,actor,Pastillas Shop Worker,25
'Merika,1984,Cesar Aliparo,actor,Lolo Caloy,4
The Breakup Playlist,2015,Gabby Alipe,actor,Band Camp Mentor,26
Naglalayag,2004,Benjie Alipio,actor,Beautician 2,35
Valderama,2016,Hamed Alipour,actor,Atigh,1
Kick-Ass 2,2013,Sia Alipour,actor,BloodSpike,
Goryachie novosti,2009,Anton Alipov,actor,Montazher,
Ponto Zero,2016,Sandro Aliprandini,actor,?nio,
Ex - Amici come prima!,2011,Manfredi Aliquo,actor,Onorevole Lo Foco,
Il consiglio d'Egitto,2002,Manfredi Aliquo,actor,Duca di Caccamo,
La leggenda del Titanic,1999,Manfredi Aliquo,actor,Chinese Mouse,
Man on Fire,1987,Manfredi Aliquo,actor,Policeman,36
The Comfort of Strangers,1990,Manfredi Aliquo,actor,Concierge,5
Agnee,2014,Aliraj,actor,Gulzar,
Bhalobasar Rong,2012,Aliraj,actor,Yunus,7
Bhalobaslei Ghor Bandha Jay Na,2010,Aliraj,actor,"Rokon Chowdhury, Ojanta's Father",9
Boss Number One,2011,Aliraj,actor,Joseph,11
Chuye Dile Mon,2015,Aliraj,actor,Afzal Khan,
Ei Ghor Ei Songsar,1995,Aliraj,actor,Chintu,5
Ekhono Onek Raat,1997,Aliraj,actor,Kamal,3
Eri Naam Dosti,2001,Aliraj,actor,Azim Uddin Chairman,6
Jibon Moroner Sathi,2010,Aliraj,actor,Abbas,4
Kajer Meye,1999,Aliraj,actor,Madhu,3
Ke Ami,2009,Aliraj,actor,Zakaria Chowdhury,4
Nissash Amar Tumi,2010,Aliraj,actor,Hridoy's father,
Ochena,1991,Aliraj,actor,Raju,5
Padma Meghna Jamuna,1991,Aliraj,actor,Ekram,4
Palabi Kothae,1997,Aliraj,actor,"Bachchu, Noorie's Husband",
Pora Mon,2013,Aliraj,actor,Sujan's Father,4
Romeo Vs Juliet,2015,Aliraj,actor,Anu's Father,
Lesser Miracles,2013,Mark Alire,actor,Bill the Bartender,14
Swing Vote,2008,Vicente Alirez,actor,Protester,
The Evolution of Andrew Andrews,2012,Vicente Alirez,actor,Vicente,28
Africano,2001,Bayhas Alirtemat,actor,African Macho,11
The Outsider,2009,Roman Alis,actor,Peter Simms,5
Kometen,2005,Ernst Alisch,actor,Willmann,15
Talk Back and You're Dead,2014,CJ Alisea,actor,Enchanted Kingdom Ensemble,173
Talk Back and You're Dead,2014,CJ Alisea,actor,Ball Ensemble,173
On Air: Storia di un Successo,2016,Fabio Alisei,actor,Himself,4
Il sergente Rompiglioni,1973,Gli Alisei,actor,Recrutes,17
One Fine Day,1996,P.J. Aliseo,actor,Spiderman,39
Fetih 1453,2012,Ozcan Aliser,actor,Saruca Pasha,12
Il ritorno di Clint il solitario,1972,Adolfo Alises,actor,Mr Thompson,16
Snakes on a Plane,2006,Kyle Alisharan,actor,Airport Worker,39
Balalyq shaghymyng aspany,2011,Almagul Alisheva,actor,Mother - young,
72. Kogus,2011,Kerem Alisik,actor,Berbat,
Aci hatiralar,1977,Sadri Alisik,actor,Osman,3
Aci ile karisik,1969,Sadri Alisik,actor,Osman,1
Afacan,1970,Sadri Alisik,actor,Osman,2
Afilli delikanlilar,1964,Sadri Alisik,actor,Salih,2
Aglama degmez hayat,1969,Sadri Alisik,actor,Osman,1
Ak altin,1957,Sadri Alisik,actor,Mehmet,
Aksamci,1967,Sadri Alisik,actor,Osman,1
Ali Baba ve Kirk Haramiler,1971,Sadri Alisik,actor,Ali Baba,1
Allaha ismarladik,1951,Sadri Alisik,actor,M?lazim Tafti,18
Altin kafes,1958,Sadri Alisik,actor,Recep,4
Ana hasreti,1956,Sadri Alisik,actor,Kenan,
Arka sokaklar,1963,Sadri Alisik,actor,Nejat Bey,4
Askin saati gelince,1961,Sadri Alisik,actor,Nuri S?nmez,4
Atini seven kovboy,1975,Sadri Alisik,actor,Red Kit 'Lucky Luke',1
Ava giden avlanir,1965,Sadri Alisik,actor,Kibar Selim,1
Avare,1964,Sadri Alisik,actor,Sedat,1
Ayni yolun yolcusu,1972,Sadri Alisik,actor,Aydin,1
Aysecik,1960,Sadri Alisik,actor,Osman,
Aysecik - Cimcime Hanim,1964,Sadri Alisik,actor,Turist ?mer,1
Babasinin oglu,1986,Sadri Alisik,actor,Himself,
Bas belasi,1976,Sadri Alisik,actor,Baba,2
Battal Gazi Geliyor,1955,Sadri Alisik,actor,Eflatun,6
Bekar odasi,1967,Sadri Alisik,actor,Vites Kazim K?lduman,1
Ben kahpe degilim,1959,Sadri Alisik,actor,Ahmet,1
Ben sana mecburum,1976,Sadri Alisik,actor,Hasan,
Benimle evlenir misin?,1968,Sadri Alisik,actor,Cafer,1
Berdus milyoner,1965,Sadri Alisik,actor,Bedri,1
Berdus milyoner,1965,Sadri Alisik,actor,Ali,1
Bes hasta var,1956,Sadri Alisik,actor,Nusret,3
Bes Kardestiler,1962,Sadri Alisik,actor,Ahmet,
Bes seker kiz,1964,Sadri Alisik,actor,Sadi,11
Bitirimsin abi,1967,Sadri Alisik,actor,Kazim,
Bomba gibi kiz,1964,Sadri Alisik,actor,Kenan,3
Daima kalbimdesin,1962,Sadri Alisik,actor,Tarik,3
Damga,1969,Sadri Alisik,actor,Mahir,1
Darildin mi cicim bana?,1970,Sadri Alisik,actor,Osman,1
Dertli,1974,Sadri Alisik,actor,Hasmet,1
Dikiz aynasi,1973,Sadri Alisik,actor,Artist Kazim,1
Disi kurt,1963,Sadri Alisik,actor,Kudret Reis,4
Efkarli sosyetede,1968,Sadri Alisik,actor,Efkarli Arif,
Efkarliyim abiler,1966,Sadri Alisik,actor,G?nl?bol Arif,
Fatos talihsiz yavru,1970,Sadri Alisik,actor,Gariban,
Firtina,1977,Sadri Alisik,actor,T?vbekar Ahmet,
Fistik gibi,1970,Sadri Alisik,actor,Fikri,1
Fistik gibi,1970,Sadri Alisik,actor,Fikriye,1
Fistik gibi masallah,1964,Sadri Alisik,actor,Fikri,3
Fistik gibi masallah,1964,Sadri Alisik,actor,Fikriye,3
Gariban,1966,Sadri Alisik,actor,Gariban Ali,1
Gecekondu pesinde,1967,Sadri Alisik,actor,Masum,1
Gelinlik kizlar,1972,Sadri Alisik,actor,Sadi Ates,1
Halici kiz,1953,Sadri Alisik,actor,Kemal,14
Hanci,1969,Sadri Alisik,actor,Turgut,
Hashas,1975,Sadri Alisik,actor,Recep,
Hayat bazen tatlidir,1962,Sadri Alisik,actor,Semih,3
Hayat cehennemi,1958,Sadri Alisik,actor,Sermet,
Helal Olsun Ali Abi,1963,Sadri Alisik,actor,Turist ?mer,2
Hicran yarasi,1959,Sadri Alisik,actor,Ali,1
Hindistan cevizi,1967,Sadri Alisik,actor,Osman,2
Hirsiz,1965,Sadri Alisik,actor,Osman,2
Hizir Dede,1964,Sadri Alisik,actor,Samim,2
Horoz Nuri,1965,Sadri Alisik,actor,Taksici,
Isler karisik,1970,Sadri Alisik,actor,H?sn?,1
Isler karisik,1970,Sadri Alisik,actor,Orhan,1
Istanbul geceleri,1950,Sadri Alisik,actor,Kemal,7
Izdirap sarkisi,1955,Sadri Alisik,actor,Orhan,4
Kaderin cilvesi,1966,Sadri Alisik,actor,Ahmet Aga,
Kalpaklilar,1959,Sadri Alisik,actor,Talip Bey,1
Karakolda ayna var,1966,Sadri Alisik,actor,'Taskasapli' Necati,1
Kendini arayan adam,1963,Sadri Alisik,actor,Necdet,3
Kendini kurtaran sehir,1951,Sadri Alisik,actor,Ali ?kkes,1
Kiz babasi,1986,Sadri Alisik,actor,Vedat,1
Kiz kolunda damga var,1967,Sadri Alisik,actor,D?men Basri,2
Komsunun tavugu,1965,Sadri Alisik,actor,Sadi Soyub?y?k,3
Korkusuz kabadayi,1963,Sadri Alisik,actor,Ulvi,
Maceralar krali,1963,Sadri Alisik,actor,Ismet,2
Marko Pasa,1967,Sadri Alisik,actor,Marko Pasha,1
Melekler sahidimdir,1961,Sadri Alisik,actor,Nihat Eroglu,
Muhabbet kusu,1969,Sadri Alisik,actor,Ibrahim,1
Nazar degmez insallah,1965,Sadri Alisik,actor,Nazim,3
Osman Babadan ne hakem,1974,Sadri Alisik,actor,Osman Babadan,1
Pantolon bankasi,1965,Sadri Alisik,actor,H?daverdi,1
Paydos,1968,Sadri Alisik,actor,?gretmen Murtaza,1
Ringo Kazim,1967,Sadri Alisik,actor,Ringo Kazim,1
Saffet beni affet,1976,Sadri Alisik,actor,Saffet Serbet?i,1
Sahane kadin,1961,Sadri Alisik,actor,B?lent Pulaker,2
Saka ile karisik,1965,Sadri Alisik,actor,Ofsayt Osman,1
Salvar Bank,1986,Sadri Alisik,actor,Resit,
Saskin Hafiye Kilink'e karsi,1967,Sadri Alisik,actor,Saskin Hafiye,1
Sehirdeki yabanci,1962,Sadri Alisik,actor,Sabri,
Serseri,1967,Sadri Alisik,actor,Balikci Kazim,1
Serseri asik,1965,Sadri Alisik,actor,Doktor,2
Serseri kabadayi,1969,Sadri Alisik,actor,Riza,1
Serseriler krali,1967,Sadri Alisik,actor,Osman,
Sevdigim usak,1971,Sadri Alisik,actor,Usak Ihsan,
Sevgili hocam,1973,Sadri Alisik,actor,?gretmen,
Sokak Kizi,1966,Sadri Alisik,actor,Murat Giray,
Sokaklarin kanunu,1964,Sadri Alisik,actor,Yakisikli,2
Sokaklarin kanunu,1964,Sadri Alisik,actor,Ertugrul,2
Soygun,1953,Sadri Alisik,actor,Hasan,3
Soytari,1965,Sadri Alisik,actor,Ethem,1
Talihsiz baba,1970,Sadri Alisik,actor,Ahmet,1
Tamammi canim?,1971,Sadri Alisik,actor,Sasu Ali,
Tasrali kiz,1964,Sadri Alisik,actor,Sami,3
Tatlim,1973,Sadri Alisik,actor,Ferit,
Utanmaz adam,1961,Sadri Alisik,actor,Cengiz Han,3
Vatan ve Namik Kemal,1951,Sadri Alisik,actor,Ahmet Mithat,15
Vatan ve namus,1960,Sadri Alisik,actor,Turgut,
Yalnizlar rihtimi,1959,Sadri Alisik,actor,Ridvan Kaptan,2
Yankesicinin aski,1965,Sadri Alisik,actor,G?l?m Osman,2
Yavru melek,1962,Sadri Alisik,actor,Kenan,3
Yavuz Sultan Selim agliyor,1952,Sadri Alisik,actor,Osman,
Yikilan gurur,1967,Sadri Alisik,actor,Pavyon M?sterisi,
Musallat 2: Lanet,2011,Veysi Aliskan,actor,Hoca,
21 and a Wake-Up,2009,Isaac Alisma,actor,24th Evac Staff and Patients,109
All Earthly Constraints,2017,Isaac Alisma,actor,Jeff,
Gringos,2017,Isaac Alisma,actor,EMT,
Other People,2016,Isaac Alisma,actor,Assistant Manager,
Rock Steady Row,2017,Isaac Alisma,actor,Augustus Washington III,
Shoot,2016,Isaac Alisma,actor,James,
New Moon,1940,David Alison,actor,Troubadour,
The More the Merrier,1943,David Alison,actor,Man in Alley,
Dr. Rameau,1915,George Alison,actor,Dr. Talavanne,3
A Shot at Glory,2000,Graeme Alison,actor,Assistant Referee,87
Who the F#ck Is Chip Seinfeld?,2011,Jesse Alison,actor,Himself,30
Video Space,2009,Peter Alison,actor,Man Getting Shot,
Desperate Woman 39,2015,Tice Alison,actor,Tony,
The Buffalo Son,2009,Alissa-Mae,actor,Cate,
The Buffalo Son,2009,Alissa-Mae (II),actor,Cate,13
Through the Eye,2011,Aleck Alissandratos,actor,Airboat Pilot,
Toro Loco,2011,Felipe Aliste,actor,Papion Gonzales,
La fille inconnue,2016,Kamil Alisultanov,actor,Le patient bless? ? la jambe,21
Resistance Movement,2013,Adrian Alita,actor,BBC Broadcaster,
Vadelmavenepakolainen,2014,Vili Alitalo,actor,Sakari as 7-year-old,20
"Othello, el comando negro",1982,Alito,actor,Mujahid,14
Uma Noite em Sampa,2016,Aliu,actor,Flanelinha,
Pharmakon,2012,Pano Aliu,actor,Gjergji,5
Serbuan maut,2011,Aliusman,actor,Special Force #18,29
Misteryo sa tuwa,1984,Jasper John Alivia,actor,Villager,41
Flawed,2008,Martin Alivo,actor,Agent Mathews,
Tagged,2006,Martin Alivo,actor,Tony,
Disoriented,1999,Francisco Aliwalas,actor,West Cordova,1
Gimik: The Reunion,1999,Michael Aliwalas,actor,Ricky's Bar Waiter,53
Ano bang meron ka?,2001,Ni?o Aliwalas,actor,Hunk 5,23
Boy Pick-Up: The Movie,2012,Victor Aliwalas,actor,James,32
My Bestfriend's Girlfriend,2008,Victor Aliwalas,actor,Akiko's Friend,20
My Lady Boss,2013,Victor Aliwalas,actor,Cousing of Zach,18
My Monster Mom,2008,Victor Aliwalas,actor,Marvin,30
Tutok,2009,Victor Aliwalas,actor,Dennis,9
Tween Academy: Class of 2012,2011,Victor Aliwalas,actor,Coach,15
Yaya & Angelina: The Spoiled Brat Movie,2009,Victor Aliwalas,actor,Isko Driver,12
You to Me Are Everything,2010,Victor Aliwalas,actor,Roy,13
Didier,1997,Alix (IV),actor,Enfant spectacle,67
Step Up,2006,John Alix,actor,Audition Dancer,114
Larry Gaye: Renegade Male Flight Attendant,2015,Sammye Alix,actor,Dancing TSA Agent (Musical),59
Ne quittez pas!,2004,William Alix,actor,Peter,23
Absurdistan,2008,Mubariz Alixanli,actor,Watchmaker,26
Collector,2011,Aliyar,actor,Ninan Koshy,
Dany,2002,Aliyar,actor,Narayanan Nair,
Dhruvam,1993,Aliyar,actor,Doctor,
Iyobinte Pusthakam,2014,Aliyar,actor,Comrade's Assistant,
Lelam,1997,Aliyar,actor,K.P. Prahladan,
Maala Yogam,1990,Aliyar,actor,Priest,
Oru Cheru Punchiri,2000,Aliyar,actor,Ramankutty,
Oru Naal Varum,2010,Aliyar,actor,John Sebastian,
Salt n' Pepper,2011,Aliyar,actor,School Master,11
Sahilsiz gece,1989,A. Aliyev,actor,Agag?l,8
Alava tasir,2010,Abd?lqani Aliyev,actor,Hamid Zeynalov,1
Arxada qalmysh gelecek,2006,Aydin Aliyev,actor,Gurgen,8
Firangiz,1975,Bakhadur Aliyev,actor,Davud,4
Istintaq davam edir,1966,Bakhadur Aliyev,actor,Aliyev,21
Ulduz,1964,Bakhadur Aliyev,actor,Gadir,10
Vetrne more,1974,Bakhadur Aliyev,actor,Deln?k,
U staroy melnitsy,1972,Bakirdin Aliyev,actor,Aktaz,4
Serebristyy furgon,1982,Eldar Aliyev,actor,Agadadas,5
Above and Below (II),2015,Eyvaz Aliyev,actor,Aydin,
Tayna sinikh gor,1981,Gairbek Aliyev,actor,Murad,1
Tuntematon sotilas,1985,Ibragim Aliyev,actor,Prisoner of War,41
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,Ilham Aliyev,actor,Himself,
Kuda vyol sled dionzavra,1987,Irbek Aliyev,actor,Bako,
"Zdravstvuyte, Gulnora Rakhimovna!",1986,Irbek Aliyev,actor,Rustam,
Beg inokhodtsa,1969,Kapar Aliyev,actor,Choro,
Kendistan 2,2013,Mehdi Aliyev,actor,Ayi Hesen,
Arshin mal-alan,1917,Mirza Aliyev,actor,S?leyman,5
Bismillah,1925,Mirza Aliyev,actor,Molla,
Ogni Baku,1950,Mirza Aliyev,actor,Alibala Aliyev,1
Faryad,1993,Nazir Aliyev,actor,Policeman,
Shirbalanin mahabbati,1991,Novruz Aliyev,actor,Qulamali,
Araqarisdiran,1987,Rafik Aliyev,actor,Vahid m?allim,13
Babamizin babasinin babasi,1982,Rafik Aliyev,actor,M?xbir,9
Ekzamen,1987,Rafik Aliyev,actor,Firuz,5
Khochu ponyat,1980,Rafik Aliyev,actor,M?stari,29
Mahkumlar,2007,Rafik Aliyev,actor,M??stantiq,5
Otel otagi,1998,Rafik Aliyev,actor,Acnabi alim,20
Poslednyaya noch ukhodyashchego goda,1983,Rafik Aliyev,actor,S?leyman,7
Sahid qiz,1990,Rafik Aliyev,actor,Qatil,7
Vot pridet avgust,1984,Rafik Aliyev,actor,Ahmad,10
Elage,1989,Rifat Aliyev,actor,Psychiatrist,
Eastern Boys,2013,Roustam Aliyev,actor,Membre de la bande,15
Qarib cinlar diyarinda,1977,S. Aliyev,actor,Callad,15
Bir qalanin sirri,1961,Telman (II) Aliyev,actor,Hadi,10
Xoca,2012,Telman (IV) Aliyev,actor,Gunel's father,
Bayqus galanda,1978,Vidadi Aliyev,actor,Kamil,7
Nabat,2014,Vidadi Aliyev,actor,Iskender,2
Yalan,2006,Vidadi Aliyev,actor,Mardan,12
Otrazheniye,1998,Vladimir Aliyev,actor,Bandit,
Sehrli xalat,1964,Zamiq Aliyev,actor,Tar ?alan,
Lit,2009,Wale Aliyu,actor,Jason Kline,9
Aelat Miki,2011,Muhammad Aliyyuddin,actor,Taxi Driver 2,
The Great Bank Robbery,1969,Ben Aliza,actor,Ben - Bank Guard #2,19
Vot pridet avgust,1984,Yusif Alizada,actor,Kapitan,12
Yol Ahvalati,1981,Yusif Alizada,actor,Farid,
Dayereh,2000,Abbas Alizadeh,actor,Father of Pari,14
Delbaran,2001,Kaim Alizadeh,actor,Kaim,1
Kupal,2017,Mojtaba Alizadeh,actor,Tile installer,
The Bookie,2008,Rudi Alizah,actor,Young Bianca,
Bakal Boys,2009,Reggie Alizahl,actor,Boy Swimmer in the Pier,26
Adrien,1943,Ren? Ali?,actor,Un des trois gangsters,
Berlingot et Cie,1939,Ren? Ali?,actor,"D?d?, le voyou",9
L'atomique Monsieur Placido,1950,Ren? Ali?,actor,Un gangster,6
L'aventure est au coin de la rue,1944,Ren? Ali?,actor,Raymond,13
L'escalier sans fin,1943,Ren? Ali?,actor,Marco,13
Le bataillon du ciel,1947,Ren? Ali?,actor,L'aubergiste,
Le capitan,1946,Ren? Ali?,actor,Le deuxi?me sbire,20
Les deux Monsieur de Madame,1951,Ren? Ali?,actor,Le pr?sident,12
Les rois du sport,1937,Ren? Ali?,actor,Un journaliste,
Mon phoque et elles,1951,Ren? Ali?,actor,Un agent de police,14
Moulin Rouge,1940,Ren? Ali?,actor,Un voyou,22
Orage,1938,Ren? Ali?,actor,Petit r?le,
Plus de vacances pour le Bon Dieu,1950,Ren? Ali?,actor,Le chauffeur,
Prisons de femmes,1938,Ren? Ali?,actor,Poloche,20
Razzia sur la chnouf,1955,Ren? Ali?,actor,Un transporteur,23
Route sans issue,1948,Ren? Ali?,actor,Ga?tano,
Ultimatum,1938,Ren? Ali?,actor,Officier serve,10
Pushing Boundaries,2016,Muhaned Aljabiry,actor,Kavoos Bassiri,11
Hajwala,2016,Anwar Aljabri,actor,Ghumghuma,
Hajwala,2016,Haleem Aljabri,actor,Ghaibooba,
Hajwala,2016,Omar Aljabri,actor,Kailan,
Daniel Eskultor: Hindi umaatras sa laban,1997,Abet Aljama,actor,Swat Team,36
The Package Vol. 1,2010,BeMo Aljefairi,actor,Aaron,1
Body Complete,2012,Alija Aljevic,actor,Policeman,23
For Those Who Can Tell No Tales,2013,Alija Aljevic,actor,Receptionist,12
Ostavljeni,2010,Alija Aljevic,actor,Policajac,17
Smrt u Sarajevu,2016,Alija Aljevic,actor,Alija,16
Atomski zdesna,2014,Daris Aljic,actor,Svendi,15
Obrana i zastita,2013,Serif Aljic,actor,Djulaga's brother,9
3 Chinesen mit dem Kontrabass,2000,Boris Aljinovic,actor,Paul,1
7 Zwerge,2004,Boris Aljinovic,actor,Cloudy,4
7 Zwerge - Der Wald ist nicht genug,2006,Boris Aljinovic,actor,Cloudy,3
Der 7bte Zwerg,2014,Boris Aljinovic,actor,Cloudy,3
Einmal bitte alles,2017,Boris Aljinovic,actor,Schlotti,12
Esperanza,2006,Boris Aljinovic,actor,Smutje,1
Flirt,1995,Boris Aljinovic,actor,"Simon(e), fashion stylist",16
Hamlet_X,2003,Boris Aljinovic,actor,Rosencrantz,
Kometen,2005,Boris Aljinovic,actor,Jakob Leitner,2
Otto - Der Katastrofenfilm,2000,Boris Aljinovic,actor,Peasant Doctor,15
Schrott - Die Atzenposse,2000,Boris Aljinovic,actor,Robert,2
Sophiiiie!,2002,Boris Aljinovic,actor,Mann mit Kind,14
Ta divna Splitska noc,2004,Darko Aljinovic,actor,Band Member,22
Broj 55,2014,Neven Aljinovic-Tot,actor,Korni,
Josef,2011,Neven Aljinovic-Tot,actor,Vodnik Josef,1
Narodni heroj Ljiljan Vidic,2015,Neven Aljinovic-Tot,actor,Ustaski tamnicar,
Simon Cudotvorac,2013,Neven Aljinovic-Tot,actor,Policajac #2,21
In the Name of Love (II),2011,Aljon,actor,Tokyo Seven Member,32
Glanz & Gloria,2012,Aviel Aljoschin,actor,Sohn,
Nebo iznad krajolika,2006,Muhamed Aljovic,actor,Muzafer,14
Zivi i mrtvi,2007,Muhamed Aljovic,actor,Partizan u zasjedi,17
Nebo iznad krajolika,2006,Zijad Aljovic,actor,Drvosjeca rodjak,24
Miral,2010,Muaz Aljubeh,actor,Jordanian Soldier,43
Wo ist Fred?,2006,Erwin Aljukic,actor,Niklas,13
Sivaji,2007,Ala Aljundi,actor,Italian Gangster,
King of the Mountain,1981,Howard Alk,actor,Party guest,28
The Sheltering Sky,1990,Gambo Alkabous,actor,Young Tuareg,24
Life in America,2014,Bruk Alkadir,actor,Dabelose,
This Shall Pass,2016,Bruk Alkadir,actor,Yohannes Campbell,1
Inner Quest,2010,Hussein Alkadri,actor,Young Moe,26
Inner Quest,2010,Roshdi Alkadri,actor,Mustapha,18
"Kutsidazu bidea, Ixabel",2006,Angel Alkain,actor,Afro,
Supertramps,2004,Angel Alkain,actor,Ram?n,3
Bakit 'di totohanin,2001,Anakleto Alkala,actor,Boxer,60
Deadly Heroes,1993,Isa Alkalai,actor,Pablo,21
Bar 51,1986,Mosko Alkalai,actor,Karl,
Bloomfield,1971,Mosko Alkalai,actor,1st Committee Man,17
Edut Me'ones,1984,Mosko Alkalai,actor,Belkin,
Ein Shemot Al Hadlatot,1997,Mosko Alkalai,actor,Kuba,2
Ervinka,1967,Mosko Alkalai,actor,Zigler,
Eskimosim ba Galil,2006,Mosko Alkalai,actor,Mundek,2
"Goodbye, New York",1985,Mosko Alkalai,actor,Papalovski,9
Ha-Chaverim Shel Yana,1999,Mosko Alkalai,actor,Yitzhak,4
Ha-Shu'al B'Lool Hatarnagalot,1978,Mosko Alkalai,actor,Tzemach Goorevitch,5
Hagiga B'Snuker,1975,Mosko Alkalai,actor,Azriel's Employer,8
Jesus,1979,Mosko Alkalai,actor,Matthew,
Landsman,2009,Mosko Alkalai,actor,Ze'ev Landsman,
Le tango des Rashevski,2003,Mosko Alkalai,actor,Rabbi Shmouel,3
Madron,1970,Mosko Alkalai,actor,Claude,
Meeting Venus,1991,Mosko Alkalai,actor,Jean Gabor,29
Melech Shel Kabzanim,2007,Mosko Alkalai,actor,Yankalle Soffer,2
